Id_studenta	Imie	Nazwisko	Uczelnia	id_uczelni	Miasto	Kod_pocztowy	Rok_studiow	Dochod_na_osobe
1182	Borys	Krolikiewicz	Uniwersytet Królewski	9	Przemyœl	38-959	I	2506
1183	Anna	Dziwak	Politechnika Informatyczno-Elektroniczna	2	Racibórz	00-355	I	2519
1184	Monika	Nocun	Politechnika Informatyczno-Elektroniczna	5	Rybnik	24-983	I	1744
1185	Jolanta	Dworek	Uniwersytet Pedagogiczny	2	Pu³awy	66-219	I	2126
1186	Marcin	Rusin	Politechnika Królewska	2	Oœwiêcim	27-702	IV	2578
1187	Rafal	Eminowicz	Politechnika Informatyczno-Elektroniczna	7	Nysa	72-297	IV	2555
1188	Wiga	Debska	Politechnika Królewska	3	Lêdziny	27-535	II	523
1189	Zbigniew	Adamczyk	Politechnika Informatyczno-Elektroniczna	2	Wa³brzych	62-834	III	2121
1190	Stanislaw	Pigulski	Politechnika Królewska	3	Medyka	67-566	II	1340
1191	Kinga	Pisarska	Uniwersytet Sportu i Turystyki	2	Jejkowice	67-738	I	2716
1192	Wojciech	Jagodzinski	Uniwersytet Królewski	3	Limanowa	65-385	V	818
1193	Marcin	Cwikowski	Uniwersytet Królewski	9	Tarnów	87-348	III	1144
1194	Witold	Czarnecki	Akademia Sztuk Piêknych	5	Kêdzierzyn-KoŸle	81-133	II	3010
1195	Ewa	Szczublewska	Politechnika Informatyczno-Elektroniczna	5	Dobieszowice	34-734	I	420
1196	Celina	Tomaszewska	Uniwersytet Królewski	1	Tarnowskie Góry	24-243	V	872
1197	Robert	Oleszko	Uniwersytet Królewski	2	Che³m	37-997	III	1922
1198	Alicja	Kwasniak	Politechnika Królewska	5	Barwinek	09-428	V	1860
1199	Ewa	Wasiak	Politechnika Informatyczno-Elektroniczna	5	¯ory	29-724	I	2653
1200	Jakub	Szczepanski	Uniwersytet Królewski	3	K³omnice	43-045	I	1120
1201	Julita	Burza	Uniwersytet Królewski	2	Katowice	72-241	II	882
1202	Anna	Szendzielorz	Politechnika Królewska	5	Walce	28-103	I	2403
1203	Grzegorz	Misiek	Uniwersytet Królewski	5	Giera³towice	04-834	III	3156
1204	Rafal	Szkwarek	Politechnika Królewska	3	Lubliniec	14-322	IV	2859
1205	Agnieszka	Malicka	Politechnika Informatyczno-Elektroniczna	5	Istebna	22-654	I	644
1206	Anna	Milewska	Politechnika Królewska	3	Tarnów	87-348	I	1430
1207	Mikolaj	Hejdysz	Politechnika Królewska	2	Soœnicowice	15-658	I	1373
1208	Maciej	Skoczylas	Politechnika Informatyczno-Elektroniczna	3	Miko³ów	96-497	I	1809
1209	Tomasz	Szymik	Uniwersytet Królewski	3	Jejkowice	67-738	V	2629
1210	Anastazja	Haszczyc	Uniwersytet Królewski	2	Jas³o	92-050	IV	2724
1211	Klaudiusz	Sokolowski	Uniwersytet Rolniczy	5	Bytom	80-339	III	1207
1212	Dorota	Szymanek	Uniwersytet Królewski	5	Ogrodzieniec	82-082	I	1364
1213	Maja	Jedrzejczyk	Politechnika Informatyczno-Elektroniczna	8	Jas³o	92-050	I	838
1214	Tomasz	Adamiecki	Akademia Sztuk Piêknych	5	G³ucho³azy	30-136	II	661
1215	Dominik	Rolla	Uniwersytet Królewski	2	Gryfice	51-783	I	3078
1216	Beata	Podlaska	Politechnika Informatyczno-Elektroniczna	1	Katowice	72-241	I	354
1217	Boguslaw	Olszewski	Politechnika Informatyczno-Elektroniczna	5	Che³m	37-997	II	1256
1218	Alicja	Strojna	Politechnika Informatyczno-Elektroniczna	2	Bêdzin	69-501	I	2838
1219	Anna	Konieczna	Uniwersytet Pedagogiczny	2	Wroc³aw	62-182	III	992
1220	Jadwiga	Przybylska	Uniwersytet Królewski	2	Soœnicowice	15-658	I	2199
1221	Adrian	Banaszczyk	Uniwersytet Królewski	7	Julianka	95-306	I	697
1222	Anna	Mikocka	Politechnika Informatyczno-Elektroniczna	5	Siedlce	14-461	II	1680
1223	Karol	Abramczyk	Politechnika Informatyczno-Elektroniczna	5	Sosnowiec	14-721	I	2638
1224	Anna	Miecznikowska	Wy¿sza Szko³a Techniczna	2	Rzeszów	89-735	V	955
1225	Beata	Ciechanowicz	Uniwersytet Ekonomiczny	2	Nowy Targ	84-043	V	1778
1226	Anna	Kaminska	Politechnika Królewska	10	Bo¿ewo	94-896	IV	1960
1227	Piotr	Jaworski	Politechnika Informatyczno-Elektroniczna	4	Pyrzowice	49-345	I	2303
1228	Daniel	Felinski	Politechnika Informatyczno-Elektroniczna	3	Sosnowiec	14-721	I	2268
1229	Natalia	Sobolewska	Politechnika Królewska	2	Jêdrzejów	62-049	I	2408
1230	Tomasz	Wozniak	Politechnika Informatyczno-Elektroniczna	2	S³awków	42-081	III	1695
1231	Zofia	Sikora	Uniwersytet Królewski	3	G³ucho³azy	30-136	II	1866
1232	Helena	Bliszczyk	Politechnika Informatyczno-Elektroniczna	2	Miechów	47-553	I	2104
1233	Kacper	Klimka	Uniwersytet Ekonomiczny	5	Witonia	21-857	IV	2072
1234	Ewelia	Basiak	Politechnika Królewska	2	Siewierz	65-885	I	1994
1235	Piotr	Nowak 	Politechnika Królewska	4	Tarnobrzeg	85-266	II	3039
1236	Ewa	Biel	Politechnika Królewska	3	Lêdziny	27-535	I	2416
1237	Dominik	Balik	Politechnika Informatyczno-Elektroniczna	3	Kêdzierzyn-KoŸle	81-133	II	1068
1238	Marcin	Kowalski	Uniwersytet Królewski	3	Szczyrk	75-361	V	3197
1239	Izaak	Gawron	Uniwersytet Królewski	2	Tworóg	62-560	I	1231
1240	Michal	Piwonski	Uniwersytet Królewski	5	Lubliniec	14-322	I	2417
1241	Joanna	Nowak	Uniwersytet Rolniczy	5	Dobre Miasto	52-964	I	2178
1242	Ewa	Niewiarowska	Uniwersytet Królewski	5	Rzeszów	89-735	I	2722
1243	Walenty	Rutkowski	Uniwersytet Królewski	8	Wadowice	47-222	IV	890
1244	Roman	Jarosz	Uniwersytet Rolniczy	5	Kêpice	66-251	III	2129
1245	Lukasz	Kotala	Politechnika Królewska	5	Koœcian	26-594	II	653
1246	Bartlomiej	Konny	Uniwersytet Królewski	8	Che³m	37-997	IV	2964
1247	Janina	Giza	Politechnika Informatyczno-Elektroniczna	3	Kêdzierzyn-KoŸle	81-133	I	3335
1248	Dorota	Chojnacka	Politechnika Informatyczno-Elektroniczna	5	Lubliniec	14-322	III	2107
1249	Bogdan	Nowakowski	Politechnika Królewska	2	Zabrze	91-525	I	1290
1250	Pawel	Krol	Politechnika Królewska	2	Wodzis³aw Sl¹ski	83-544	V	1109
1251	Henryk	Walczak	Politechnika Królewska	3	Szczekociny	66-008	III	3035
1252	Stefan	Tomkow	Uniwersytet Królewski	3	Rybnik	24-983	II	3197
1253	Ireneusz	Banaszkiewicz	Uniwersytet Sportu i Turystyki	3	Giera³towice	04-834	I	1251
1254	Zofia	Gala	Politechnika Królewska	5	Zawiercie	58-922	II	2861
1255	Juliusz	Linek	Politechnika Informatyczno-Elektroniczna	9	Kleszczów	18-459	I	1244
1256	Franciszek	Kosiorowski	Uniwersytet Królewski	3	Nowy S¹cz	62-813	III	1470
1257	Anna	Sobol	Politechnika Informatyczno-Elektroniczna	2	KuŸnia Raciborska	78-122	I	1204
1258	Dariusz	Reszczynski	Politechnika Informatyczno-Elektroniczna	5	Nysa	72-297	I	1048
1259	Karol	Furmanik	Uniwersytet Rolniczy	2	Rzeszów	89-735	I	2387
1260	Krystian	Pieniak	Politechnika Informatyczno-Elektroniczna	2	Siemianowice Sl¹skie	09-006	I	1949
1261	Wladyslaw	Olcha	Uniwersytet Królewski	8	Toruñ	90-535	III	1117
1262	Aleksandra	Majewska	Politechnika Królewska	2	Nowy Targ	84-043	I	2206
1263	Jan	Kowalewicz	Uniwersytet Królewski	5	Zabrodzie	71-608	I	2283
1264	Krystyna	Barszczyk	Politechnika Informatyczno-Elektroniczna	3	Sucha Beskidzka	98-902	I	2407
1265	Lidia	Juzak	Politechnika Informatyczno-Elektroniczna	5	Soœnicowice	15-658	III	1073
1266	Joanna	Bilska	Politechnika Królewska	2	Kêdzierzyn-KoŸle	81-133	I	2807
1267	Maciej	Cisasny	Politechnika Królewska	2	Pyrzowice	49-345	II	1739
1268	Malwina	Manna	Politechnika Królewska	3	Gliwice	11-608	III	3161
1269	Monika	Antoszewska	Politechnika Informatyczno-Elektroniczna	3	Zamoœæ	99-773	I	2847
1270	Andrzej	Konik	Politechnika Informatyczno-Elektroniczna	3	Oœwiêcim	27-702	IV	1498
1271	Rafal	Kucharski	Wy¿sza Szko³a Techniczna	2	Tychy	76-939	II	1345
1272	Natalia	Rybinska	Politechnika Informatyczno-Elektroniczna	2	Lubliniec	14-322	I	2872
1273	Zygmunt	Jablonski	Politechnika Królewska	10	Sanok	71-890	IV	1185
1274	Jolanta	Tomczak	Akademia Sztuk Piêknych	2	Strzelce Opolskie	60-596	I	3335
1275	Andrzej	Kononowicz	Politechnika Królewska	3	Kogutek	99-754	IV	2730
1276	Zygmunt	Szczygielski	Politechnika Informatyczno-Elektroniczna	1	Na³êczów	83-630	II	2500
1277	Karolina	Michalec	Uniwersytet Królewski	3	Jas³o	92-050	I	2797
1278	Marcin	Bydgoski	Politechnika Informatyczno-Elektroniczna	2	Bochnia	89-362	I	578
1279	Irena	Banaczek	Politechnika Królewska	5	Ruda Sl¹ska	12-684	I	3085
1280	Adam	Bodny	Politechnika Informatyczno-Elektroniczna	2	Rzeszów	89-735	IV	1207
1281	Michal	Krzysztofinski	Uniwersytet Królewski	3	S³awków	42-081	V	2642
1282	Borys	Zimnowoda	Politechnika Informatyczno-Elektroniczna	2	Katowice	72-241	I	1058
1283	Tadeusz	Sadowski	Uniwersytet Królewski	5	Cieszyn	68-101	II	1003
1284	Paulina	Chaberek	Politechnika Królewska	2	Œwinoujskie	13-345	I	2806
1285	Izabella	Wlodarczak	Politechnika Informatyczno-Elektroniczna	5	Bielsk Podlaski	96-087	I	1069
1286	Anna	Potocka	Uniwersytet Rolniczy	3	Zakopane	00-995	I	1593
1287	Jedrzej	Kurzawinskai	Uniwersytet Królewski	2	Jas³o	92-050	V	3296
1288	Roksana	Sokolowska	Politechnika Informatyczno-Elektroniczna	8	Tychy	76-939	V	2430
1289	Malgorzata	Albert	Uniwersytet Królewski	5	Szczekociny	66-008	I	440
1290	Sabina	Krakowiak	Uniwersytet Królewski	2	£azy	63-587	II	2800
1291	Tadeusz	Terlecki	Uniwersytet Królewski	5	Tarnobrzeg	85-266	II	546
1292	Lech	Smolarz	Uniwersytet Królewski	5	Oborniki	33-160	I	1255
1293	Jacek	Huzar	Wy¿sza Szko³a Techniczna	5	Chorzów	97-545	V	1559
1294	Izabella	Wreczycka	Uniwersytet Rolniczy	5	Nowy S¹cz	62-813	V	1873
1295	Dariusz	Kratka	Politechnika Królewska	10	Jastrzêbie-Zdrój	51-394	I	2509
1296	Krystyna	Charkow	Politechnika Królewska	8	Koniaków	34-607	I	398
1297	Ewelina	Korczak	Uniwersytet Królewski	3	Wodzis³aw Sl¹ski	83-544	I	2906
1298	Mikolaj	Szala	Akademia Sztuk Piêknych	3	Tarnobrzeg	85-266	I	2325
1299	Dorota	Boszcz	Uniwersytet Królewski	5	Bielsk Podlaski	96-087	I	2162
1300	Edmund	Malborski	Uniwersytet Rolniczy	1	Rzeszów	89-735	I	681
1301	Michalina	Mol	Politechnika Informatyczno-Elektroniczna	5	Na³êczów	83-630	IV	2081
1302	Marcin	Wolak	Politechnika Informatyczno-Elektroniczna	8	Ruda Sl¹ska	12-684	II	775
1303	Gorzegorz	Turek	Uniwersytet Królewski	2	Czêstochowa	86-116	I	2498
1304	Alicja	Kwiecinska	Politechnika Informatyczno-Elektroniczna	2	Kêdzierzyn-KoŸle	81-133	I	632
1305	Alfred	Babalewski	Politechnika Informatyczno-Elektroniczna	5	Bytom	80-339	I	2451
1306	Matylda	Marzec	Uniwersytet Królewski	2	KuŸnia Raciborska	78-122	II	2995
1307	Rafal	Ramotowski	Politechnika Informatyczno-Elektroniczna	2	Strzelce Opolskie	60-596	IV	861
1308	Kinga	Pogoda	Politechnika Informatyczno-Elektroniczna	5	Gliwice	11-608	I	3213
1309	Kamil	Sokolowski	Uniwersytet Królewski	2	Cieszyn	68-101	V	1845
1310	Andrzej	Barabuk	Uniwersytet Ekonomiczny	2	Chorzów	97-545	I	1227
1311	Agnieszka	Kapuscinska	Politechnika Królewska	5	Nowy Targ	84-043	II	2227
1312	Edmund	Salezy	Uniwersytet Królewski	4	Rajcza	18-286	I	990
1313	Ryszard	Baranek	Uniwersytet Królewski	3	Ogrodniki	14-095	I	1047
1314	Tomasz	Krolikiewicz	Politechnika Informatyczno-Elektroniczna	5	Mys³owice	13-220	III	2856
1315	Wiktor	Holynski	Politechnika Informatyczno-Elektroniczna	5	Siemianowice Sl¹skie	09-006	V	2522
1316	Kazimierz	Celejewski	Politechnika Informatyczno-Elektroniczna	2	Wis³a	99-436	I	568
1317	Jaroslaw	Szturc	Politechnika Królewska	2	Racibórz	00-355	I	3131
1318	Kamil	Klimintowicz	Uniwersytet Królewski	2	Chy¿ne	76-235	III	2101
1319	Jerzy	Zambrowicz	Politechnika Informatyczno-Elektroniczna	3	Kety	36-844	I	515
1320	Jakub	Magielewski	Politechnika Informatyczno-Elektroniczna	5	Sieradz	62-407	I	3116
1321	Adrian	Misztal	Uniwersytet Królewski	2	Oœwiêcim	27-702	I	3349
1322	Maciej	Babicz	Uniwersytet Królewski	2	Ustroñ	51-637	IV	1645
1323	Barbara	Barska	Uniwersytet Królewski	5	Ogrodzieniec	82-082	IV	1047
1324	Krystyna	Boss	Uniwersytet Królewski	5	Brzesko	96-703	I	3040
1325	Tomasz	Hubisz	Uniwersytet Królewski	5	Pyrzowice	49-345	I	1470
1326	Eleonora	Gregoruk	Uniwersytet Królewski	5	Rybnik	24-983	I	1150
1327	Zbigniew	Rodek	Uniwersytet Pedagogiczny	5	Ruda Sl¹ska	12-684	II	1357
1328	Wlodzislaw	Wojtowicz	Politechnika Królewska	5	Katowice	72-241	V	807
1329	Marek	Liderski	Uniwersytet Sportu i Turystyki	7	Œwiêtoch³owice	38-932	I	2536
1330	Zofia	Nowak 	Uniwersytet Królewski	3	Pyrzowice	49-345	I	434
1331	Karol	Banach	Uniwersytet Królewski	9	Wojkowice	84-273	I	2840
1332	Franciszek	Dziedzic	Uniwersytet Królewski	5	Walce	28-103	I	2312
1333	Mariola	Kucharska	Uniwersytet Królewski	5	Miko³ów	96-497	I	373
1334	Michal	Batorowicz	Politechnika Królewska	5	Œwiêtoch³owice	38-932	I	1287
1335	Aleksandra	Piotrowska	Politechnika Informatyczno-Elektroniczna	5	Lublin	79-726	I	1210
1336	Jaroslaw	Matusz	Wy¿sza Szko³a Techniczna	3	Rybnik	24-983	V	2156
1337	Krystyna	Zukowska	Politechnika Królewska	2	Grudzi¹dz	43-210	I	1150
1338	Witold	Witkowski	Politechnika Informatyczno-Elektroniczna	10	Œwiêtoch³owice	38-932	II	2162
1339	Edward	Balowski	Uniwersytet Królewski	3	Rabka	30-698	I	1187
1340	Jan	Wilczek	Politechnika Informatyczno-Elektroniczna	2	KuŸnia Raciborska	78-122	I	1387
1341	Krystian	Szatylowicz	Uniwersytet Pedagogiczny	5	Radom	43-586	V	2564
1342	Ewelina	Paca	Politechnika Królewska	2	Na³êczów	83-630	I	350
1343	Adam	Piotrowski	Uniwersytet Sportu i Turystyki	7	Bochnia	89-362	V	3121
1344	Anna	Rolek	Politechnika Informatyczno-Elektroniczna	3	Tarnów	87-348	II	615
1345	Grzegorz	Kalamar	Uniwersytet Królewski	9	Miechów	47-553	II	412
1346	Jan	Witaj	Uniwersytet Królewski	2	Aleksandrow Kujawski	53-614	I	400
1347	Magdalena	Antos	Politechnika Informatyczno-Elektroniczna	5	Ruda Sl¹ska	12-684	I	430
1348	Joanna	Wasowicz	Uniwersytet Królewski	5	Bia³aszewo	56-545	I	757
1349	Przemyslaw	Dobrzynski	Uniwersytet Pedagogiczny	2	Jêdrzejów	62-049	I	2648
1350	Piotr	Kisielewicz	Politechnika Królewska	5	Zgorzelec	79-972	I	3026
1351	Jerzy	Banan	Politechnika Królewska	7	Bêdzin	69-501	I	1463
1352	Rafal	Blocki	Politechnika Informatyczno-Elektroniczna	3	Œwiêtoch³owice	38-932	I	2425
1353	Bartosz	Bek	Uniwersytet Królewski	3	Tarnów	87-348	I	669
1354	Piotr	Bentkowski	Uniwersytet Królewski	2	Siewierz	65-885	I	2587
1355	Bernard	Kregiel	Politechnika Informatyczno-Elektroniczna	5	Rzeszów	89-735	I	2289
1356	Malgorzata	Cichawa	Uniwersytet Królewski	5	D³ugopole-Zdrój	07-772	II	1949
1357	Danuta	Pietruszka	Uniwersytet Ekonomiczny	2	Istebna	22-654	I	918
1358	Andrzej	Korzeniewski	Politechnika Informatyczno-Elektroniczna	5	Siemianowice Sl¹skie	09-006	I	3116
1359	Zofia	Bakus	Uniwersytet Królewski	4	Kielce	04-274	II	945
1360	Miron	Symanski	Uniwersytet Ekonomiczny	2	Nowy Targ	84-043	V	3075
1361	Witold	Kornacki	Politechnika Królewska	5	Miko³ów	96-497	I	2770
1362	Mikolaj	Grochalski	Akademia Sztuk Piêknych	4	Tarnobrzeg	85-266	I	1047
1363	Marcin	Walczak	Uniwersytet Królewski	3	Wadowice	47-222	V	2063
1364	Jacek	Rynkiewicz	Politechnika Królewska	1	Sanok	71-890	I	1578
1365	Marcin	Janeczek	Politechnika Informatyczno-Elektroniczna	5	Pyrzowice	49-345	IV	628
1366	Halina	Bajerek	Politechnika Królewska	3	Bielsk Podlaski	96-087	I	2047
1367	Dominik	Zelechowski	Uniwersytet Pedagogiczny	2	Pilica	15-308	I	2926
1368	Antoni	Buchalterz	Politechnika Informatyczno-Elektroniczna	3	Nowy Targ	84-043	III	1308
1369	Joanna	Majeczek	Politechnika Informatyczno-Elektroniczna	7	Gliwice	11-608	I	3060
1370	Patrycja	Majka	Uniwersytet Sportu i Turystyki	2	Œwiêtoch³owice	38-932	I	783
1371	Bronislawa	Zwozniak	Politechnika Informatyczno-Elektroniczna	2	Tworóg	62-560	III	2009
1372	Lukasz	Ostrobramski	Politechnika Informatyczno-Elektroniczna	9	Tarnów	87-348	II	2376
1373	Piotr	Baranski	Politechnika Informatyczno-Elektroniczna	2	Krosno	80-338	I	2861
1374	Barbara	Kaczmarek	Politechnika Informatyczno-Elektroniczna	2	Krosno	80-338	II	2792
1375	Adam	Warka	Politechnika Królewska	2	Rzeszów	89-735	II	1217
1376	Ewa	Pustelnik	Akademia Sztuk Piêknych	2	Trzebinia	26-607	I	1449
1377	Jerzy	Soplica	Uniwersytet Ekonomiczny	3	Dobre Miasto	52-964	I	2472
1378	Wojciech	Kaminski	Uniwersytet Królewski	1	Trzebinia	26-607	V	587
1379	Boguslawa	Sawicka	Uniwersytet Ekonomiczny	4	Bielsk Podlaski	96-087	V	2168
1380	Wincenty	Pohorecki	Uniwersytet Muzyczny	5	Pyrzowice	49-345	II	1619
1381	Maciej	Proniewicz	Politechnika Informatyczno-Elektroniczna	4	Sucha Beskidzka	98-902	III	1252
1382	Wislawa	Slonina	Politechnika Królewska	6	Krapkowice	94-560	IV	2012
1383	Danuta	Krak	Politechnika Informatyczno-Elektroniczna	2	Kêdzierzyn-KoŸle	81-133	I	2171
1384	Janusz	Wrobel	Uniwersytet Królewski	3	Œwiêtoch³owice	38-932	V	3234
1385	Marek	Poludniak	Uniwersytet Rolniczy	2	Piechowice	57-943	V	1569
1386	Hanna	Karska	Uniwersytet Królewski	5	Pu³awy	66-219	I	1912
1387	Patrycja	Dona	Politechnika Królewska	8	Soœnicowice	15-658	I	2571
1388	Szymon	Kulik	Akademia Sztuk Piêknych	5	Bochnia	89-362	I	834
1389	Sonia	Kozubik	Uniwersytet Królewski	3	Ustroñ	51-637	I	768
1390	Mikolaj	Mela	Uniwersytet Królewski	1	Limanowa	65-385	III	2192
1391	Ewelina	Rykala	Politechnika Królewska	5	Giera³towice	04-834	I	1236
1392	Jedrzej	Banas	Uniwersytet Królewski	5	Krzeszowice	91-488	V	2002
1393	Beata	Myrcik	Uniwersytet Królewski	3	Sosnowiec	14-721	III	2330
1394	Anna	Ostrowska	Uniwersytet Królewski	5	Kielce	04-274	I	622
1395	Henryka	Blizna	Uniwersytet Pedagogiczny	5	Œwiêtoch³owice	38-932	II	3006
1396	Cecylia	Jaskolska	Akademia Sztuk Piêknych	5	Koœcian	26-594	III	3050
1397	Piotr	Siudut	Uniwersytet Królewski	7	Lêdziny	27-535	I	2195
1398	Arnold	Bandera	Uniwersytet Rolniczy	1	Kielce	04-274	I	500
1399	Janusz	Slomski	Politechnika Królewska	5	Kêpice	66-251	III	2778
1400	Alicja	Gorniak	Wy¿sza Szko³a Techniczna	8	Gorki Male	36-984	I	658
1401	Lukasz	Bajor	Politechnika Informatyczno-Elektroniczna	3	Warszawa	83-294	I	1527
1402	Grzegorz	Zaba	Uniwersytet Królewski	10	Opole	16-549	III	1006
1403	Patryk	Zychowicz	Politechnika Informatyczno-Elektroniczna	2	Sanok	71-890	I	2391
1404	Malgorzata	Bedka	Politechnika Informatyczno-Elektroniczna	5	Ustroñ	51-637	II	2494
1405	Zygmunt	Augustyniak	Uniwersytet Sportu i Turystyki	2	Dêblin	53-807	II	2006
1406	Adam	Grzmot	Politechnika Informatyczno-Elektroniczna	2	Oœwiêcim	27-702	V	890
1407	Jolanta	Guryn	Politechnika Informatyczno-Elektroniczna	9	Miko³ów	96-497	I	2391
1408	Joanna	Warzecha	Politechnika Informatyczno-Elektroniczna	2	Czêstochowa	86-116	III	833
1409	Alina	Nowak	Politechnika Królewska	2	Ciechocinek	98-839	I	1234
1410	Piotr	Papier	Politechnika Informatyczno-Elektroniczna	2	Rajcza	18-286	I	987
1411	Patrycja	Fleisch	Uniwersytet Pedagogiczny	3	Bytom	80-339	I	585
1412	Adam	Cichowas	Uniwersytet Królewski	2	Karniewo	21-405	I	2865
1413	Dominika	Kierat	Politechnika Informatyczno-Elektroniczna	7	Wadowice	47-222	I	1493
1414	Piotr	Targosz	Politechnika Królewska	5	Chalupki	70-071	I	2597
1415	Michal	Szmigin	Uniwersytet Królewski	2	Œwiêtoch³owice	38-932	III	3126
1416	Antoni	Graczyk	Politechnika Informatyczno-Elektroniczna	3	Pyrzowice	49-345	IV	2209
1417	Malgorzata	Balinska	Politechnika Informatyczno-Elektroniczna	5	Elbl¹g	10-656	I	1709
1418	Justyna	Sliwinska	Politechnika Informatyczno-Elektroniczna	2	Kielce	04-274	I	2818
1419	Witold	Kowal	Politechnika Królewska	2	Tarnobrzeg	85-266	II	2591
1420	Beata	Rejkowicz	Politechnika Informatyczno-Elektroniczna	2	Nowy Targ	84-043	I	1822
1421	Marta	Bajerka	Uniwersytet Królewski	3	S³awków	42-081	I	2757
1422	Karolina	Krynicka	Uniwersytet Królewski	2	Racibórz	00-355	I	962
1423	Zofia	Cybulska	Politechnika Królewska	5	Koniaków	34-607	II	2100
1424	Kacper	Gajdemski	Uniwersytet Królewski	5	Przemyœl	38-959	III	2793
1425	Adam	Prokop	Politechnika Informatyczno-Elektroniczna	3	Gubin	94-706	I	898
1426	Kleopatra	Janska	Uniwersytet Królewski	5	Tarnobrzeg	85-266	I	724
1427	Jadwiga	Balcerowska	Uniwersytet Królewski	2	Szczyrk	75-361	I	1158
1428	Joanna	Podczasiak	Uniwersytet Ekonomiczny	5	D³ugopole-Zdrój	07-772	I	921
1429	Hanna	Cabaj	Uniwersytet Królewski	5	Katowice	72-241	V	2281
1430	Katarzyna	Komar	Uniwersytet Królewski	4	Oœwiêcim	27-702	I	2969
1431	Pawel	Zmelty	Politechnika Informatyczno-Elektroniczna	5	Strzelce Opolskie	60-596	I	397
1432	Adam	Kral	Politechnika Królewska	5	Siewierz	65-885	I	2164
1433	Kajetan	Szczepanski	Politechnika Informatyczno-Elektroniczna	2	Strzelce Opolskie	60-596	IV	2369
1434	Adrian	Badera	Uniwersytet Pedagogiczny	3	S³awków	42-081	I	2481
1435	Adelajda	Czerwinska	Uniwersytet Królewski	2	Tarnobrzeg	85-266	III	2940
1436	Alina	Miekus	Politechnika Informatyczno-Elektroniczna	7	Strzelce Opolskie	60-596	I	896
1437	Lidia	Sroda	Politechnika Informatyczno-Elektroniczna	5	Wadowice	47-222	IV	1577
1438	Alicja	Danek	Uniwersytet Królewski	2	Tarnów	87-348	I	787
1439	Danuta	Muniak	Uniwersytet Królewski	2	Mys³owice	13-220	I	1924
1440	Natalia	Zawalinska	Politechnika Informatyczno-Elektroniczna	5	Lêdziny	27-535	I	1082
1441	Emila	Florek	Uniwersytet Królewski	5	Piwniczna-Zdrój	09-592	I	2316
1442	Adam	Lewik	Politechnika Królewska	2	Bielsk Podlaski	96-087	IV	2728
1443	Jadwiga	Duzy	Politechnika Informatyczno-Elektroniczna	5	Walce	28-103	I	2256
1444	Kacper	Billa	Uniwersytet Ekonomiczny	3	Katowice	72-241	IV	2354
1445	Jan	Witaszczyk	Uniwersytet Królewski	2	¯ory	29-724	V	973
1446	Michal	Katon	Uniwersytet Królewski	4	Soœnicowice	15-658	IV	689
1447	Janusz	Rys	Politechnika Informatyczno-Elektroniczna	5	Dêbowiec	36-478	V	1216
1448	Celina	Bednarska	Politechnika Królewska	5	Zamoœæ	99-773	I	1264
1449	Jan	Majewski	Politechnika Informatyczno-Elektroniczna	2	Czêstochowa	86-116	I	2899
1450	Janina	Witarek	Akademia Sztuk Piêknych	3	Miêdzyrzecz	64-542	I	1863
1451	Karolina	Rogowska	Uniwersytet Pedagogiczny	2	Oborniki	33-160	I	3050
1452	Oskar	Ploszaj	Uniwersytet Królewski	1	Kleszczów	18-459	II	1257
1453	Anna	Marciniak	Uniwersytet Królewski	7	Jêdrzejów	62-049	V	3038
1454	Arkadiusz	Pyzikowski	Uniwersytet Królewski	5	S³awków	42-081	III	2036
1455	Marcin	Szumowski	Politechnika Informatyczno-Elektroniczna	5	Dêblin	53-807	I	1310
1456	Anastazja	Czarnecka	Uniwersytet Królewski	5	Katowice	72-241	II	1700
1457	Leszek	Bareczek	Akademia Sztuk Piêknych	2	Nowy Targ	84-043	I	2922
1458	Beata	Pogonska	Akademia Sztuk Piêknych	5	Kobylin-Borzymy	21-258	IV	2983
1459	Klaudia	Dziarska	Uniwersytet Ekonomiczny	1	Lubaczów	60-915	V	1945
1460	Zofia	Mazowiecka	Uniwersytet Rolniczy	1	Ruda Sl¹ska	12-684	II	1965
1461	Rafal	Radwan	Politechnika Informatyczno-Elektroniczna	4	Gieb³o	76-179	IV	2914
1462	Karolina	Dabrowka	Politechnika Królewska	8	Poraj	80-436	I	2145
1463	Kinga	Winkler	Uniwersytet Królewski	2	Tworóg	62-560	I	2655
1464	Brygida	Molikiewicz	Politechnika Królewska	3	Tworóg	62-560	I	725
1465	Adam	Wojtas	Politechnika Informatyczno-Elektroniczna	5	Siemianowice Sl¹skie	09-006	I	1906
1466	Anna	Balcerek	Akademia Sztuk Piêknych	3	Tychy	76-939	I	1624
1467	Nicola	Oleksza	Politechnika Królewska	2	Czêstochowa	86-116	I	381
1468	Walery	Susel	Politechnika Informatyczno-Elektroniczna	1	Nowy S¹cz	62-813	III	2097
1469	Janusz	Tkaczyk	Uniwersytet Królewski	3	Mys³owice	13-220	I	633
1470	Maria	Bujaczka	Politechnika Informatyczno-Elektroniczna	2	Nowy S¹cz	62-813	I	1216
1471	Olgierd	Rokpol	Uniwersytet Ekonomiczny	5	Ciechanów	37-640	I	3348
1472	Adrianna	Wojtas	Politechnika Królewska	2	Koniaków	34-607	II	2746
1473	Jan	Orlowski	Politechnika Informatyczno-Elektroniczna	4	Na³êczów	83-630	I	1314
