Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
1354;Piotr;Bentkowski;Uniwersytet Krolewski;Tarnow;IV;2587
1355;Bernard;Kregiel;Politechnika Informatyczno-Elektroniczna;Tarnow;V;2289
1356;Malgorzata;Cichawa;Uniwersytet Krolewski;Tarnow;I;1949
1357;Danuta;Pietruszka;Uniwersytet Ekonomiczny;Tarnow;III;918
1358;Andrzej;Korzeniewski;Politechnika Informatyczno-Elektroniczna;Tarnow;I;3116
1359;Zofia;Bakus;Uniwersytet Krolewski;Tarnow;II;945
1360;Miron;Symanski;Uniwersytet Ekonomiczny;Tarnow;I;3075
1361;Witold;Kornacki;Politechnika Krolewska;Tarnow;II;2770
1362;Mikolaj;Grochalski;Akademia Sztuk Pieknych;Tarnow;I;1047
1363;Marcin;Walczak;Uniwersytet Krolewski;Tarnow;II;2063
1364;Jacek;Rynkiewicz;Politechnika Krolewska;Tarnow;V;1578
1365;Marcin;Janeczek;Politechnika Informatyczno-Elektroniczna;Tarnowskie Gory;III;628
1366;Halina;Bajerek;Politechnika Krolewska;Tarnowskie Gory;II;2047
1367;Dominik;Zelechowski;Uniwersytet Pedagogiczny;Tarnowskie Gory;IV;2926
1368;Antoni;Buchalterz;Politechnika Informatyczno-Elektroniczna;Tarnowskie Gory;I;1308
1369;Joanna;Majeczek;Politechnika Informatyczno-Elektroniczna;Tarnowskie Gory;IV;3060
1370;Patrycja;Majka;Uniwersytet Sportu i Turystyki;Tarnowskie Gory;I;783
1371;Bronislawa;Zwozniak;Politechnika Informatyczno-Elektroniczna;Tarnowskie Gory;I;2009
1372;Lukasz;Ostrobramski;Politechnika Informatyczno-Elektroniczna;Tarnowskie Gory;I;2376
1373;Piotr;Baranski;Politechnika Informatyczno-Elektroniczna;Tarnowskie Gory;III;2861
1374;Barbara;Kaczmarek;Politechnika Informatyczno-Elektroniczna;Tarnowskie Gory;V;2792
1375;Adam;Warka;Politechnika Krolewska;Tarnowskie Gory;V;1217
1376;Ewa;Pustelnik;Akademia Sztuk Pieknych;Terespol;I;1449
1377;Jerzy;Soplica;Uniwersytet Ekonomiczny;Terespol;I;2472
1378;Wojciech;Kaminski;Uniwersytet Krolewski;Terespol;III;587
1379;Boguslawa;Sawicka;Uniwersytet Ekonomiczny;Terespol;IV;2168
1380;Wincenty;Pohorecki;Uniwersytet Muzyczny;Terespol;V;1619
1381;Maciej;Proniewicz;Politechnika Informatyczno-Elektroniczna;Tomaszow Lubelski;I;1252
1382;Wislawa;Slonina;Politechnika Krolewska;Tomaszow Lubelski;I;2012
1383;Danuta;Krak;Politechnika Informatyczno-Elektroniczna;Tomaszow Lubelski;I;2171
1384;Janusz;Wrobel;Uniwersytet Krolewski;Tomaszow Lubelski;II;3234
1385;Marek;Poludniak;Uniwersytet Rolniczy;Tomaszow Lubelski;V;1569
1386;Hanna;Karska;Uniwersytet Krolewski;Torun;I;1912
1387;Patrycja;Dona;Politechnika Krolewska;Torun;III;2571
1388;Szymon;Kulik;Akademia Sztuk Pieknych;Torun;IV;834
1389;Sonia;Kozubik;Uniwersytet Krolewski;Trzebinia;I;768
1390;Mikolaj;Mela;Uniwersytet Krolewski;Trzebinia;I;2192
1391;Ewelina;Rykala;Politechnika Krolewska;Trzebinia;IV;1236
1392;Jedrzej;Banas;Uniwersytet Krolewski;Trzebinia;II;2002
1393;Beata;Myrcik;Uniwersytet Krolewski;Trzebinia;I;2330
1394;Anna;Ostrowska;Uniwersytet Krolewski;Trzebinia;V;622
1395;Henryka;Blizna;Uniwersytet Pedagogiczny;Trzebinia;V;3006
1396;Cecylia;Jaskolska;Akademia Sztuk Pieknych;Trzebinia;I;3050
1397;Piotr;Siudut;Uniwersytet Krolewski;Trzebinia;I;2195
1398;Arnold;Bandera;Uniwersytet Rolniczy;Trzebinia;I;500
1399;Janusz;Slomski;Politechnika Krolewska;Tworog;II;2778
1400;Alicja;Gorniak;Wyzsza Szko�a Techniczna;Tworog;II;658
1401;Lukasz;Bajor;Politechnika Informatyczno-Elektroniczna;Tworog;I;1527
1402;Grzegorz;Zaba;Uniwersytet Krolewski;Tworog;III;1006
1403;Patryk;Zychowicz;Politechnika Informatyczno-Elektroniczna;Tworog;II;2391
1404;Malgorzata;Bedka;Politechnika Informatyczno-Elektroniczna;Tworog;IV;2494
1405;Zygmunt;Augustyniak;Uniwersytet Sportu i Turystyki;Tworog;V;2006
1406;Adam;Grzmot;Politechnika Informatyczno-Elektroniczna;Tworog;I;890
1407;Jolanta;Guryn;Politechnika Informatyczno-Elektroniczna;Tworog;III;2391
1408;Joanna;Warzecha;Politechnika Informatyczno-Elektroniczna;Tworog;I;833
1409;Alina;Nowak;Politechnika Krolewska;Tworog;I;1234
1410;Piotr;Papier;Politechnika Informatyczno-Elektroniczna;Tworog;I;987
1411;Patrycja;Fleisch;Uniwersytet Pedagogiczny;Tychy;I;585
1412;Adam;Cichowas;Uniwersytet Krolewski;Tychy;III;2865
1413;Dominika;Kierat;Politechnika Informatyczno-Elektroniczna;Tychy;I;1493
1414;Piotr;Targosz;Politechnika Krolewska;Tychy;I;2597
1415;Michal;Szmigin;Uniwersytet Krolewski;Tychy;I;3126
1416;Antoni;Graczyk;Politechnika Informatyczno-Elektroniczna;Tychy;II;2209
1417;Malgorzata;Balinska;Politechnika Informatyczno-Elektroniczna;Tychy;I;1709
1418;Justyna;Sliwinska;Politechnika Informatyczno-Elektroniczna;Tychy;II;2818
1419;Witold;Kowal;Politechnika Krolewska;Tychy;I;2591
1420;Beata;Rejkowicz;Politechnika Informatyczno-Elektroniczna;Tychy;I;1822
1421;Marta;Bajerka;Uniwersytet Krolewski;Tychy;II;2757
1422;Karolina;Krynicka;Uniwersytet Krolewski;Tychy;V;962
1423;Zofia;Cybulska;Politechnika Krolewska;Tychy;II;2100
1424;Kacper;Gajdemski;Uniwersytet Krolewski;Tychy;V;2793
1425;Adam;Prokop;Politechnika Informatyczno-Elektroniczna;Tychy;I;898
1426;Kleopatra;Janska;Uniwersytet Krolewski;Tychy;I;724
1427;Jadwiga;Balcerowska;Uniwersytet Krolewski;Tychy;II;1158
1428;Joanna;Podczasiak;Uniwersytet Ekonomiczny;Tychy;II;921
1429;Hanna;Cabaj;Uniwersytet Krolewski;Ustron;V;2281
1430;Katarzyna;Komar;Uniwersytet Krolewski;Ustron;V;2969
1431;Pawel;Zmelty;Politechnika Informatyczno-Elektroniczna;Ustron;I;397
1432;Adam;Kral;Politechnika Krolewska;Ustron;I;2164
1433;Kajetan;Szczepanski;Politechnika Informatyczno-Elektroniczna;Ustron;II;2369
1434;Adrian;Badera;Uniwersytet Pedagogiczny;Ustron;I;2481
1435;Adelajda;Czerwinska;Uniwersytet Krolewski;Ustron;II;2940
1436;Alina;Miekus;Politechnika Informatyczno-Elektroniczna;Ustron;I;896
1437;Lidia;Sroda;Politechnika Informatyczno-Elektroniczna;Ustron;II;1577
1438;Alicja;Danek;Uniwersytet Krolewski;Ustron;IV;787
1439;Danuta;Muniak;Uniwersytet Krolewski;Ustron;I;1924
1440;Natalia;Zawalinska;Politechnika Informatyczno-Elektroniczna;Ustron;II;1082
1441;Emila;Florek;Uniwersytet Krolewski;Wadowice;I;2316
1442;Adam;Lewik;Politechnika Krolewska;Wadowice;I;2728
1443;Jadwiga;Duzy;Politechnika Informatyczno-Elektroniczna;Wadowice;V;2256
1444;Kacper;Billa;Uniwersytet Ekonomiczny;Wadowice;I;2354
1445;Jan;Witaszczyk;Uniwersytet Krolewski;Wadowice;V;973
1446;Michal;Katon;Uniwersytet Krolewski;Wadowice;V;689
1447;Janusz;Rys;Politechnika Informatyczno-Elektroniczna;Wadowice;II;1216
1448;Celina;Bednarska;Politechnika Krolewska;Wadowice;I;1264
1449;Jan;Majewski;Politechnika Informatyczno-Elektroniczna;Wadowice;I;2899
1450;Janina;Witarek;Akademia Sztuk Pieknych;Wadowice;I;1863
1451;Karolina;Rogowska;Uniwersytet Pedagogiczny;Wadowice;I;3050
1452;Oskar;Ploszaj;Uniwersytet Krolewski;Wadowice;I;1257
1453;Anna;Marciniak;Uniwersytet Krolewski;Wadowice;II;3038
1454;Arkadiusz;Pyzikowski;Uniwersytet Krolewski;Wadowice;IV;2036
1455;Marcin;Szumowski;Politechnika Informatyczno-Elektroniczna;Wadowice;V;1310
1456;Anastazja;Czarnecka;Uniwersytet Krolewski;Wadowice;I;1700
1457;Leszek;Bareczek;Akademia Sztuk Pieknych;Wadowice;IV;2922
1458;Beata;Pogonska;Akademia Sztuk Pieknych;Wadowice;V;2983
1459;Klaudia;Dziarska;Uniwersytet Ekonomiczny;Wagrowiec;II;1945
1460;Zofia;Mazowiecka;Uniwersytet Rolniczy;Walbrzych;I;1965
1461;Rafal;Radwan;Politechnika Informatyczno-Elektroniczna;Walbrzych;II;2914
1462;Karolina;Dabrowka;Politechnika Krolewska;Walbrzych;I;2145
1463;Kinga;Winkler;Uniwersytet Krolewski;Walbrzych;III;2655
1464;Brygida;Molikiewicz;Politechnika Krolewska;Walce;I;725
1465;Adam;Wojtas;Politechnika Informatyczno-Elektroniczna;Walce;I;1906
1466;Anna;Balcerek;Akademia Sztuk Pieknych;Walce;I;1624
1467;Nicola;Oleksza;Politechnika Krolewska;Walce;II;381
1468;Walery;Susel;Politechnika Informatyczno-Elektroniczna;Warszawa;II;2097
1469;Janusz;Tkaczyk;Uniwersytet Krolewski;Warszawa;V;633
1470;Maria;Bujaczka;Politechnika Informatyczno-Elektroniczna;Warszawa;III;1216
1471;Olgierd;Rokpol;Uniwersytet Ekonomiczny;Warszawa;I;3348
1472;Adrianna;Wojtas;Politechnika Krolewska;Warszawa;III;2746
1473;Jan;Orlowski;Politechnika Informatyczno-Elektroniczna;Warszawa;I;1314
1474;Marcin;Budzisz;Politechnika Informatyczno-Elektroniczna;Warszawa;V;1837
1475;Adrianna;Tarara;Uniwersytet Ekonomiczny;Wegorzewo;I;3255
1476;Anna;Marchlewska;Uniwersytet Krolewski;Wegorzewo;I;385
1477;Kamil;Tusinski;Uniwersytet Krolewski;Wejherowo;I;1663
1478;Mateusz;Pyla;Uniwersytet Krolewski;Wejherowo;II;2902
1479;Halina;Fido;Politechnika Informatyczno-Elektroniczna;Wejherowo;II;3069
1480;Magdalena;Sznyrowska;Politechnika Informatyczno-Elektroniczna;Wisla;I;1096
1481;Martyn;Milek;Politechnika Krolewska;Wisla;I;1363
1482;Janina;Ciechanowicz;Uniwersytet Ekonomiczny;Wisla;II;2829
1483;Alicja;Chrzan;Uniwersytet Rolniczy;Wisla;III;1489
1484;Andrzej;Bawar;Uniwersytet Krolewski;Wisla;I;1189
1485;Patryk;Barcikowski;Politechnika Informatyczno-Elektroniczna;Wisla;II;2031
1486;Ewelina;Marzec;Politechnika Informatyczno-Elektroniczna;Wisla;IV;1993
1487;Laura;Ochota;Uniwersytet Krolewski;Wisla;III;1622
1488;Ewelina;Chojna;Uniwersytet Pedagogiczny;Wisla;I;355
1489;Zbigniew;Fijas;Politechnika Informatyczno-Elektroniczna;Wisla;I;2746
1490;Grazyna;Sikorowicz;Politechnika Informatyczno-Elektroniczna;Wisla;I;505
1491;Ireneusz;Szydlak;Politechnika Informatyczno-Elektroniczna;Wisla;II;1971
1492;Malgorzata;Bronicz;Uniwersytet Krolewski;Wisla;I;2290
1493;Paulina;Malecka;Wyzsza Szko�a Techniczna;Witonia;I;2037
1494;Krystian;Dunaj;Politechnika Informatyczno-Elektroniczna;Witonia;IV;2634
1495;Zbigniew;Milion;Uniwersytet Rolniczy;Witonia;IV;545
1496;Alan;Nieszporek;Politechnika Informatyczno-Elektroniczna;Wloclawek;I;1921
1497;Wanda;Barabasz;Politechnika Krolewska;Wlodowice;V;1227
1498;Dawid;Adamek;Politechnika Informatyczno-Elektroniczna;Wlodowice;I;1512
1499;Ewa;Malkowska;Politechnika Informatyczno-Elektroniczna;Wlodowice;V;1388
1500;Paulina;Andruszewska;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;I;766
1501;Elzbieta;Kosinska;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;I;2455
1502;Artur;Biankowski;Uniwersytet Krolewski;Wodzislaw Slaski;II;577
1503;Malgorzata;Podsiadlo;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;III;1164
1504;Wioletta;Oliwa;Uniwersytet Krolewski;Wodzislaw Slaski;I;762
1505;Eustachy;Czyrnek;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;II;536
1506;Boguslawa;Kowalska;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;IV;2453
1507;Antoni;Rutkowski;Uniwersytet Krolewski;Wodzislaw Slaski;III;3173
1508;Michal;Kowalski;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;I;2706
1509;Agnieszka;�miel;Politechnika Krolewska;Wodzislaw Slaski;I;2319
1510;Wieslaw;Helski;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;V;534
1511;Aleksy;Domagalik;Uniwersytet Ekonomiczny;Wodzislaw Slaski;I;1749
1512;Katarzyna;Ogrodniczak;Uniwersytet Pedagogiczny;Wodzislaw Slaski;I;1421
1513;Maciej;Kaminski;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;V;1509
1514;Bronislaw;Chwala;Uniwersytet Krolewski;Wodzislaw Slaski;I;1032
1515;Jozafat;Marcinkiewicz;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;I;3054
1516;Miron;Mewa;Uniwersytet Krolewski;Wojkowice;III;2311
1517;Zofia;Piwowarczyk;Akademia Sztuk Pieknych;Wojkowice;IV;1206
1518;Jakub;Grzybowski;Uniwersytet Pedagogiczny;Wojkowice;II;2915
1519;Janusz;Kowalonek;Uniwersytet Pedagogiczny;Wojkowice;II;1974
1520;Teresa;Wrobel;Politechnika Krolewska;Wojkowice;V;2341
1521;Karolina;Kryniewska;Politechnika Krolewska;Wojkowice;I;795
1522;Sergiusz;Migdalowski;Uniwersytet Krolewski;Wojkowice;I;2008
1523;Tomasz;Gwozdziewicz;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;1995
1524;Ryszard;Lubaszka;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;1399
1525;Jakub;Wilinski;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;1525
1526;Tadeusz;Sienkiewicz;Politechnika Informatyczno-Elektroniczna;Wolbrom;III;3207
1527;Jakub;Hajdukiewicz;Uniwersytet Krolewski;Wolbrom;I;1627
1528;Ilona;Banasiewicz;Uniwersytet Krolewski;Wolbrom;I;2796
1529;Slawomir;Balcerowski;Politechnika Informatyczno-Elektroniczna;Wolbrom;I;1236
1530;Tomasz;Witas;Politechnika Informatyczno-Elektroniczna;Wolbrom;V;2728
1531;Slawomir;Kominiarz;Uniwersytet Krolewski;Wolbrom;I;1882
1532;Krystyna;Damska;Politechnika Informatyczno-Elektroniczna;Wolbrom;II;1502
1533;Jan;Oleksy;Politechnika Krolewska;Wolbrom;I;3180
1534;Agata;Najowicz;Uniwersytet Krolewski;Wolbrom;V;2951
1535;Agata;Rakulska;Uniwersytet Krolewski;Wolbrom;II;1824
1536;Wiktor;Buczkowski;Uniwersytet Krolewski;Wolbrom;II;1267
1537;Alicja;Kraus;Politechnika Krolewska;Wroclaw;V;3162
1538;Michal;Polak;Uniwersytet Ekonomiczny;Wroclaw;III;1720
1539;Henryk;Barylka;Politechnika Informatyczno-Elektroniczna;Wroclaw;I;2909
1540;Barbara;Wolej;Politechnika Krolewska;Wroclaw;V;1795
1541;Adelajda;Klimczyk;Uniwersytet Krolewski;Wroclaw;II;1932
1542;Kamil;Baranowski;Politechnika Informatyczno-Elektroniczna;Wroclaw;I;2743
1543;Dawid;Kruk;Politechnika Krolewska;Wroclaw;V;810
1544;Anna;Kowalska;Uniwersytet Krolewski;Wroclaw;III;1612
1545;Robert;Zalewicz;Politechnika Krolewska;Zabrodzie;I;784
1546;Rafal;Swiderski;Politechnika Krolewska;Zabrodzie;III;1310
1547;Edyta;Rebajn;Uniwersytet Pedagogiczny;Zabrodzie;I;801
1548;Klara;Sokolowska;Politechnika Krolewska;Zabrze;I;557
1549;Barbara;Josiak;Uniwersytet Krolewski;Zabrze;II;3281
1550;Beata;Walczak;Uniwersytet Krolewski;Zabrze;I;986
1551;Beata;Rompalska;Uniwersytet Krolewski;Zabrze;IV;2272
1552;Krystiana;Wolna;Politechnika Informatyczno-Elektroniczna;Zabrze;V;2215
1553;Anna;Rozalska;Uniwersytet Krolewski;Zabrze;V;471
1554;Czeslaw;Kawa;Politechnika Informatyczno-Elektroniczna;Zabrze;II;3138
1555;Dorota;Lichwa;Politechnika Krolewska;Zabrze;II;1005
1556;Mateusz;Kozlowski;Akademia Sztuk Pieknych;Zabrze;I;3332
1557;Mateusz;Ceglarz;Uniwersytet Ekonomiczny;Zakopane;IV;771
1558;Andrzej;Balicki;Politechnika Informatyczno-Elektroniczna;Zakopane;I;2463
1559;Halina;Malewska;Uniwersytet Krolewski;Zakopane;III;2999
1560;Bartosz;Pawlik;Akademia Sztuk Pieknych;Zakopane;III;2115
1561;Marek;Majcher;Politechnika Informatyczno-Elektroniczna;Zakopane;I;3128
1562;Rafal;Wozny;Uniwersytet Krolewski;Zakopane;I;1187
1563;Mieczyslaw;Zuchowski;Politechnika Informatyczno-Elektroniczna;Zakopane;I;1745
1564;Ziemowit;Szczepanski;Akademia Sztuk Pieknych;Zakopane;II;1834
1565;Anna;Pankiewicz;Uniwersytet Krolewski;Zakopane;I;2463
1566;Zbigniew;Ostrowski;Politechnika Informatyczno-Elektroniczna;Zakopane;II;2095
1567;Daria;Antonkiewicz;Uniwersytet Krolewski;Zakopane;I;848
1568;Renata;Chyla;Politechnika Krolewska;Zambrow;I;3318
1569;Karina;Urban;Uniwersytet Krolewski;Zambrow;I;1392
1570;Anna;Dudek;Akademia Sztuk Pieknych;Zambrow;II;3196
1571;Piotr;Chwalek;Uniwersytet Sportu i Turystyki;Zamosc;IV;982
1572;Zygfryd;Lechowski;Politechnika Informatyczno-Elektroniczna;Zamosc;I;2032
1573;Irena;Calka;Uniwersytet Krolewski;Zamosc;I;3103
1574;Karol;Wiercioch;Politechnika Informatyczno-Elektroniczna;Zamosc;I;1875
1575;Tomasz;Cwierz;Uniwersytet Krolewski;Zamosc;I;666
1576;Adam;Kanarek;Uniwersytet Ekonomiczny;Zamosc;I;1134
1577;Beata;Tyliba;Uniwersytet Krolewski;Zamosc;I;3223
1578;Ewa;Bartosz;Akademia Sztuk Pieknych;Zamosc;I;2717
1579;Piotr;Smietanski;Politechnika Informatyczno-Elektroniczna;Zamosc;I;3233
1580;Slawomir;Malcharek;Politechnika Informatyczno-Elektroniczna;Zawiercie;III;607
1581;Lechoslaw;Bitwa;Akademia Sztuk Pieknych;Zawiercie;I;1641
1582;Aleksander;Polak;Politechnika Informatyczno-Elektroniczna;Zawiercie;III;1516
1583;Janusz;Kmicic;Politechnika Informatyczno-Elektroniczna;Zawiercie;I;1121
1584;Cezar;Pawlak;Politechnika Krolewska;Zawiercie;I;1693
1585;Mateusz;Symanski;Politechnika Informatyczno-Elektroniczna;Zawiercie;I;955
1586;Maria;Kazmierowska;Politechnika Informatyczno-Elektroniczna;Zawiercie;I;859
1587;Mateusz;Szwaja;Uniwersytet Sportu i Turystyki;Zawiercie;II;649
1588;Ewa;Laczna;Politechnika Krolewska;Zawiercie;I;2539
1589;Irena;Magiera;Politechnika Informatyczno-Elektroniczna;Zawiercie;I;1898
1590;Pawel;Jakubowski;Uniwersytet Ekonomiczny;Zawiercie;I;1145
1591;Karol;Szymanski;Politechnika Informatyczno-Elektroniczna;Zawiercie;II;2706
1592;Adam;Nieweglowski;Uniwersytet Krolewski;Zgorzelec;IV;2497
1593;Leszek;Kieslowski;Uniwersytet Krolewski;Zgorzelec;II;1190
1594;Piotr;Bielawa;Politechnika Krolewska;Zgorzelec;I;3047
1595;Konstantyn;Sokolowski;Politechnika Krolewska;Zgorzelec;I;1293
1596;Lech;Balickiewicz;Uniwersytet Krolewski;Zielona Gora;I;2987
1597;Marek;Kwolek;Politechnika Informatyczno-Elektroniczna;Zielona Gora;I;2982
1598;Anna;Galaszewska;Politechnika Informatyczno-Elektroniczna;Zory;I;3016
1599;Agnieszka;Garbaczyk;Politechnika Informatyczno-Elektroniczna;Zory;II;2910
1600;Laura;Cedro;Uniwersytet Krolewski;Zory;III;2764
1601;Rita;Pieczenczyk;Politechnika Informatyczno-Elektroniczna;Zory;I;2229
1602;Waclawa;Borkowska;Politechnika Krolewska;Zory;II;1683
1603;Adrian;Melnik;Politechnika Informatyczno-Elektroniczna;Zory;III;424
1604;Anna;Czernicka;Politechnika Informatyczno-Elektroniczna;Zory;I;2437
1605;Czeslaw;Balonski;Akademia Sztuk Pieknych;Zory;I;629
1606;Agnieszka;Banczak;Politechnika Krolewska;Zory;V;2368
1607;Oskar;Piekarski;Politechnika Krolewska;Zyrardow;V;401
1608;Wieslaw;Mazurek;Politechnika Krolewska;Zyrardow;II;2574
1609;Walenty;Mondkiewicz;Politechnika Krolewska;Zywiec;I;1793
1610;Mateusz;Felerski;Uniwersytet Krolewski;Zywiec;I;2355
1611;Roza;Zawodna;Uniwersytet Pedagogiczny;Zywiec;II;2291
1612;Wladyslawa;Bijak;Politechnika Informatyczno-Elektroniczna;Zywiec;I;1271
1613;Bozena;Chechelska;Uniwersytet Krolewski;Zywiec;III;870
1614;Adam;Sasimski;Uniwersytet Pedagogiczny;Zywiec;III;2957
1615;Julianna;Abacka;Politechnika Krolewska;Zywiec;II;2583
1616;Krzysztof;Chojnacki;Uniwersytet Krolewski;Zywiec;II;2422
